1,inst_33765,machine_6825
1,inst_82638,machine_6824
1,inst_33610,machine_6826
1,inst_82554,machine_6823
1,inst_82428,machine_6817
1,inst_33485,machine_6813
1,inst_96919,machine_6816
1,inst_92357,machine_6811
1,inst_82793,machine_6807
1,inst_18171,machine_6806
1,inst_37981,machine_6861
1,inst_37888,machine_5530
1,inst_37838,machine_4200
1,inst_23189,machine_4206
1,inst_72799,machine_4207
1,inst_82090,machine_5538
1,inst_96562,machine_5533
1,inst_47551,machine_4203
1,inst_38497,machine_6864
1,inst_87392,machine_5535
1,inst_53890,machine_4205
1,inst_38260,machine_5536
1,inst_38206,machine_6866
1,inst_97244,machine_6850
1,inst_87878,machine_6852
1,inst_14819,machine_5526
1,inst_97174,machine_5527
1,inst_63799,machine_6857
1,inst_73149,machine_5529
1,inst_38709,machine_6854
1,inst_63691,machine_6853
1,inst_87644,machine_6856
1,inst_38609,machine_5515
1,inst_67964,machine_6846
1,inst_92844,machine_5517
1,inst_92823,machine_6842
1,inst_53132,machine_6845
1,inst_18733,machine_5508
1,inst_43750,machine_6839
1,inst_53064,machine_6830
1,inst_67609,machine_6836
1,inst_67627,machine_6835
1,inst_18652,machine_5506
1,inst_92588,machine_6838
1,inst_87103,machine_5507
1,inst_77726,machine_6837
1,inst_53759,machine_5500
1,inst_14119,machine_5501
1,inst_28610,machine_6831
1,inst_28405,machine_6834
1,inst_83938,machine_6833
1,inst_20364,machine_6828
1,inst_58877,machine_1999
1,inst_44284,machine_1991
1,inst_68166,machine_1998
1,inst_19142,machine_1995
1,inst_8474,machine_1989
1,inst_58672,machine_1988
1,inst_19832,machine_1983
1,inst_44822,machine_1982
1,inst_29224,machine_1981
1,inst_30110,machine_1980
1,inst_29176,machine_1987
1,inst_68649,machine_1984
1,inst_19640,machine_1979
1,inst_20531,machine_4298
1,inst_24783,machine_4299
1,inst_10196,machine_4290
1,inst_34118,machine_4291
1,inst_10000,machine_4242
1,inst_73507,machine_4243
1,inst_48566,machine_4244
1,inst_24532,machine_5575
1,inst_4183,machine_4245
1,inst_10589,machine_4240
1,inst_97975,machine_4246
1,inst_83327,machine_4247
1,inst_4459,machine_5578
1,inst_34323,machine_4249
1,inst_97896,machine_5562
1,inst_98234,machine_6894
1,inst_88807,machine_6893
1,inst_15845,machine_6896
1,inst_15834,machine_5565
1,inst_40701,machine_6892
1,inst_25138,machine_4235
1,inst_4726,machine_6897
1,inst_25064,machine_4237
1,inst_39677,machine_5569
1,inst_39601,machine_5551
1,inst_15585,machine_4221
1,inst_40573,machine_4222
1,inst_39504,machine_5553
1,inst_39533,machine_5554
1,inst_98629,machine_6884
1,inst_35022,machine_6881
1,inst_98316,machine_5550
1,inst_40935,machine_6880
1,inst_25313,machine_4229
1,inst_15054,machine_4224
1,inst_64021,machine_4225
1,inst_78657,machine_5556
1,inst_29642,machine_6886
1,inst_64013,machine_6889
1,inst_54577,machine_4210
1,inst_30482,machine_5541
1,inst_30433,machine_4217
1,inst_68955,machine_5548
1,inst_471,machine_4218
1,inst_54270,machine_6879
1,inst_93896,machine_4219
1,inst_40411,machine_4213
1,inst_40421,machine_5544
1,inst_607,machine_6876
1,inst_78912,machine_4215
1,inst_54986,machine_5546
1,inst_763,machine_6878
1,inst_30956,machine_4286
1,inst_29951,machine_4288
1,inst_40273,machine_4289
1,inst_39295,machine_4284
1,inst_64227,machine_4280
1,inst_9204,machine_5595
1,inst_54858,machine_4265
