1,inst_82644,machine_6827
1,inst_82545,machine_6822
1,inst_33438,machine_6817
1,inst_96961,machine_6819
1,inst_47982,machine_6814
1,inst_33360,machine_6813
1,inst_96901,machine_6815
1,inst_18558,machine_6811
1,inst_7302,machine_6807
1,inst_92340,machine_6803
1,inst_67280,machine_6800
1,inst_92264,machine_6861
1,inst_18299,machine_6860
1,inst_82859,machine_6863
1,inst_82836,machine_4201
1,inst_82706,machine_6869
1,inst_92100,machine_6868
1,inst_96457,machine_4208
1,inst_72491,machine_5539
1,inst_72494,machine_4209
1,inst_47428,machine_4202
1,inst_86906,machine_6865
1,inst_86969,machine_5535
1,inst_47201,machine_4205
1,inst_72192,machine_6850
1,inst_86728,machine_6852
1,inst_82100,machine_5521
1,inst_47644,machine_5527
1,inst_87576,machine_6857
1,inst_87319,machine_5528
1,inst_28960,machine_5529
1,inst_87267,machine_5522
1,inst_77836,machine_6854
1,inst_28850,machine_6856
1,inst_14201,machine_5525
1,inst_38871,machine_5519
1,inst_3949,machine_5517
1,inst_73103,machine_6849
1,inst_97110,machine_5511
1,inst_38692,machine_6843
1,inst_87624,machine_5512
1,inst_38609,machine_5513
1,inst_14692,machine_5514
1,inst_67971,machine_6844
1,inst_92963,machine_5508
1,inst_92880,machine_5509
1,inst_77286,machine_5504
1,inst_18809,machine_5505
1,inst_28192,machine_6835
1,inst_53083,machine_5507
1,inst_53685,machine_5500
1,inst_53655,machine_5502
1,inst_38046,machine_6834
1,inst_53522,machine_1990
1,inst_8168,machine_1991
1,inst_20481,machine_1998
1,inst_83938,machine_1996
1,inst_8280,machine_1988
1,inst_19371,machine_1983
1,inst_8205,machine_1987
1,inst_68259,machine_1986
1,inst_34884,machine_1985
1,inst_58670,machine_1984
1,inst_93715,machine_4297
1,inst_68799,machine_4298
1,inst_93753,machine_4299
1,inst_54085,machine_4292
1,inst_93540,machine_5573
1,inst_19544,machine_5570
1,inst_93436,machine_5571
1,inst_73764,machine_5572
1,inst_73767,machine_4246
1,inst_58139,machine_5577
1,inst_10112,machine_5578
1,inst_48767,machine_4248
1,inst_48697,machine_5579
1,inst_34076,machine_4232
1,inst_48591,machine_6893
1,inst_4089,machine_5564
1,inst_73406,machine_4234
1,inst_4189,machine_5565
1,inst_4193,machine_6892
1,inst_58546,machine_6891
1,inst_58430,machine_4239
1,inst_4388,machine_5566
1,inst_34352,machine_5567
1,inst_34223,machine_6897
1,inst_64864,machine_4237
1,inst_49274,machine_5569
1,inst_40825,machine_6899
1,inst_40883,machine_5551
1,inst_4700,machine_5552
1,inst_59020,machine_5553
1,inst_35080,machine_6885
1,inst_98513,machine_5554
1,inst_50528,machine_5550
1,inst_74405,machine_4228
1,inst_74447,machine_5559
1,inst_98391,machine_4229
1,inst_98318,machine_4225
1,inst_64945,machine_6889
1,inst_29619,machine_4227
1,inst_78575,machine_6872
1,inst_78492,machine_5541
1,inst_30448,machine_6871
1,inst_30317,machine_4211
1,inst_15392,machine_4212
1,inst_9147,machine_5543
1,inst_88328,machine_6873
1,inst_78915,machine_5548
1,inst_29935,machine_6879
1,inst_40287,machine_4213
1,inst_15247,machine_5544
1,inst_869,machine_4214
1,inst_88109,machine_5545
1,inst_30756,machine_6875
1,inst_54749,machine_5546
1,inst_9419,machine_4216
1,inst_21746,machine_5547
1,inst_45697,machine_4285
1,inst_45565,machine_4280
1,inst_21520,machine_4275
1,inst_69461,machine_4266
1,inst_94413,machine_5597
1,inst_9923,machine_5598
1,inst_70990,machine_4260
1,inst_84468,machine_4261
1,inst_5131,machine_4262
1,inst_60356,machine_5594
1,inst_49909,machine_4268
1,inst_59229,machine_5599
1,inst_59259,machine_4269
1,inst_50827,machine_5590
1,inst_74750,machine_5584
1,inst_84772,machine_5585
1,inst_60752,machine_5586
1,inst_69043,machine_5587
1,inst_5736,machine_5580
1,inst_11644,machine_4250
